2;Intermediate;Present and past continous;Complete the sentence: "I _______________ dinner when you called me yesterday.";was having;had;having;have;;JM
2;Intermediate;Present and past continous;Choose the best alternative: "At 4 o'clock yesterday, we _______________ to the beach.";were driving;driven;driving;was driving;;JM
2;Intermediate;Present and past continous;Choose the correct answer: "I'll be right there, I _______________ in the car.";am getting;get;getting;do get;;JM
2;Intermediate;Present and past continous;Complete the sentence: "When the teacher walked into the room, the students _______________.'";were shouting;was shouting;are shouting;is shouting;;JM
2;Intermediate;Present and past continous;Choose the best answer: "Grandma __________ in the living room __________ a book right now.";is/reading;is/read;was/read;went/reading;;JM
2;Intermediate;Present and past continous;Choose the best alternative: "Silence, please. They _______________ to concentrate.";are trying;tried;try;needed;;JM
2;Intermediate;Present and past continous;Complete the sentence: "You look sad. What __________ you __________ about?";are/thinking;is/thinking;are/think;is/think;;JG
2;Intermediate;Present and past continous;Choose the best alternative: "I think I _______________ sick.";am getting;is getting;are taking;am taking;;JG
2;Intermediate;Present and past continous;Choose the correct answer: "Why __________ you __________ now? It's still early!";are/leaving;do/leave;was/leaving;do/leaving;;JG
2;Intermediate;Present and past continous;|Complete the sentence: 
Mary: "What __________ you __________ here?"
Anthony: "I am waiting for the bus."|;are/doing;do/do;is/doing;were/doing;;JG
2;Intermediate;Present and past continous;Choose the best answer: "Be quiet! The children _______________!";are sleeping;is sleeping;isn't sleeping;sleep;;JG
2;Intermediate;Present and past continous;Choose the best alternative: "Look at them! I think they _______________ a great time!";are having;is having;don't have;were having;;JG
2;Intermediate;Present and past continous;Complete the sentence: "I couldn't come earlier. I _______________ dinner with my parents.";was having;am having;is having;are having;;JG
2;Intermediate;Present and past continous;Choose the best answer: "I didn't pick up the phone because I _______________ a shower.";was having;had had;am having;are having;;JG
2;Intermediate;Present and past continous;Choose the best alternative: "I couldn't come to the party because it _______________ a lot.";was raining;are raining;were raining;isn't raining;;JG
2;Intermediate;Present and past continous;Complete the sentence: "Sarah didn't come to class yesterday because she _______________ ill.";was feeling;was taking;are feeling;took;;JG
2;Intermediate;Present and past continous;Complete the sentence: "I couldn't go with you yesterday because I _______________.";was working;will be working;will have worked;have to work;;JM
2;Intermediate;Present and past continous;Choose the best answer: "How fast _______________ yesterday evening?";were you driving;are you driving;have you driven;do you drive;;JM
2;Intermediate;Present and past continous;Complete the sentence: "The children are not here. They _______________ in the park right now.";are playing;was playing;would play;played;;JM
2;Intermediate;Present and past continous;Choose the best alternative: "Karen _______________ her car in the garden at the moment.";is washing;was washing;washed;washes;;JM
2;Intermediate;Present and past continous;Complete the question: "Hi, why _______________ me so early? Is everything OK?";are you calling;will you call;you call;you are calling;;JM
2;Intermediate;Present and past continous;Choose the correct alternative: "Hurry! You aunt and uncle _______________ for you outside.";are waiting;is waiting;waited;wait;;JM
2;Intermediate;Present and past continous;Complete the sentence: "Hi, Scott. Jane and Claire aren't here right now. They _______________ in the park.";are skating;skated;skate;were skating;;JM
2;Intermediate;Present and past continous;Choose the correct alternative: "When I walked into the bar, the band _______________ my favorite song.";was playing;were playing;is playing;plays;;JM
2;Intermediate;Present and past continous;Complete the sentence: "Hello, Sil. Can I call you back? _______________ a movie right now.";I'm watching;I watched;I were watching;I watch;;JM
2;Intermediate;Present and past continous;Choose the best alternative: "I _______________ upstairs when the phone rang.";was going;am going;went;was taking;;JG
2;Intermediate;Present and past continous;Complete the question: "__________ you __________ when I called you earlier?";Were/sleeping;Are/sleeping;Did/sleep;Will/be sleeping;;JG
2;Intermediate;Present and past continous;Choose the correct alternative: "She _______________ a blue skirt and a pink top when I saw her this morning.";was wearing;is wearing;wore;didn't wear;;JG
2;Intermediate;Present and past continous;Complete the sentence: "Now, dad _______________ the car and mum _______________.";is washing/is cooking;was washing/is cooking;were washing/is cooking;washed/cooked;;JG
2;Intermediate;Present and past continous;|Complete the dialogue:
Peter: "__________ Tom __________ for his biology test tomorrow?"
Ann: "No, he isn't. In fact, now he's on the phone with Amanda."|;Is/studying;Was/studying;Did/study;Were/studying;;JG
2;Intermediate;Present and past continous;Choose the best alternative: "I need to go home now. It _______________ late.";is getting;was getting;gets;didn't get;;JG
2;Intermediate;Present and past continous;Choose the correct alternative: "Now I _______________ money to buy a new computer.";am saving;was saving;saved;didn't save;;JG
2;Intermediate;Present and past continous;|Complete the dialogue:
Tim: "Can you give me a hand, please?"
John: "Yes, sure. I _______________ anything important at the moment."|;am not doing;am doing;was not doing;don't do;;JG
