2;Básico;Past simple;Complete the sentence: "Yesterday, I __________ to a concert that __________ three hours.";went/lasted;go/lasted;went/last;go/lasts
2;Básico;Past simple;Choose the correct alternative: "I __________ too much this afternoon. Now, I have a stomachache.";ate;eat;eating;eaten
2;Básico;Past simple;Fill in the gap with the correct alternative: "I__________ until 10 o'clock this morning, then I went to my friend's house.";slept;sleeped;sleep;sleeps
2;Básico;Past simple;Choose the correct answer: "I __________ a new car a week ago.";bought;buying;buy;buyed
2;Básico;Past simple;Choose the incorrect alternative: I called her __________, but she wasn't home.";tomorrow;this morning;yesterday;on Sunday
2;Básico;Past simple;Complete the sentence: " _______________ last weekend?";Where were you;Where was you;Where you were;Where you was
2;Básico;Past simple;Choose the correct alternative:"__________ you __________ a good time at the beach last summer?";Did/have;Did/had;Do/had;Do/have
2;Básico;Past simple;Complete the sentence: "__________ you __________ your work yesterday?";Did/finish;Did/finished;Do/finished;Do/finish
2;Básico;Past simple;Choose the correct alternative: "__________ you __________ to the party yesterday?";Did/go;Did/do;Do/went;Did/went
2;Básico;Past simple;Choose the correct alternative: "It is my friend's birthday today. I __________ her a present yesterday.";bought;brought;buy;buying
2;Básico;Past simple;Complete the sentence: "They _______________ to work last week. They were on holiday.";didn't go;didn't do;went;were
2;Básico;Past simple;Choose the correct alternative: "Thomas _______________ to work yesterday because he was ill.";didn't go;doesn't go;didn't do;wasn't
2;Básico;Past simple;Complete the sentence: "These are the photos that we __________ on our last trip.";took;taken;take;taking
2;Básico;Past simple;Complete the sentence: "He __________ his wife with flowers last night.";surprised;surprise;is surprised;surprising
2;Básico;Past simple;Choose the correct alternative: "Yesterday, I __________ to the supermarket after work.";went;go;did;make
2;Básico;Past simple;Complete the sentence: "I __________ some Christmas presents this morning.";bought;buy;buying;buys
2;Básico;Past simple;Complete the sentence: "I __________ my wallet at home.";forgot ;forget;forgetting;forgotten
2;Básico;Past simple;Choose the correct answer: "Did you __________ your homework in the morning?";do;did;made;wrote
2;Básico;Past simple;Complete the sentence: "Two years ago, I __________ to the USA with my family.";traveled ;travels;travel;traveling
2;Básico;Past simple;Choose the correct answer: "Peter __________ the TV and __________ to bed.";turned off/went;turn off/went;turn off/go;turned off/go
2;Básico;Past simple;Complete the question: "__________ you __________ your trip to South Africa last month?";Did/enjoy;Did/enjoyed;Do/enjoyed;Do/enjoy
2;Básico;Past simple;Choose the correct answer: "Last month, I __________ to Mexico to visit my friends.";went;travel;go;was
2;Básico;Past simple;Complete the sentence: "Thanks for yesterday. I really _________ the party.";enjoyed;enjoy;enjoying;enjoys
2;Básico;Past simple;Choose the correct alternative: "My boss _______________ the meeting this morning. So, I'm free.";canceled;cancel;canceling;didn't cancel
2;Básico;Past simple;Complete the sentence: "I was born in Canada, but I __________ up in the USA.";grew;grow;grown;growing
2;Básico;Past simple;Choose the correct alternative: "She __________ all day long after that long flight on Monday.";slept;sleeps;sleep;is sleeping
2;Básico;Past simple;Complete the question: "__________ you __________ Tim at school yesterday?";Did/see;Did/saw;Do/saw;Do/see
2;Básico;Past simple;Choose the correct answer: "Sarah __________ a new iPad last week.";bought;buys;is buying;buy
2;Básico;Past simple;Complete the sentence: "The teacher __________ angry because I _______________ my homework.";was/didn't do;was/didn't make;are/didn't do;were/didn't do
2;Básico;Past simple;Choose the correct alternative: "Grandma __________ me a nice present for my birthday last year.";gave;give;gives;buy
2;Básico;Past simple;|Complete the dialogue: 
Sarah: "__________ Pam finally __________ to Paris last year?"
Tom: "No, she didn't. She's still living here."|;Did/move;Was/move;Do/move;Is/moving
2;Básico;Past simple;Complete the question: "Where __________ you __________  last Christmas?";did/spend;do/spend;are/spending;do/spent
2;Básico;Past simple;|Complete the dialogue:
Aimee: "Where __________ you last night?"
Paul: "I __________ at home."|;were/was;are/was;were/am;was/am not
2;Básico;Past simple;Choose the correct answer: "Jimmy __________ a fantastic book last year.";wrote;write;writes;is writing
2;Básico;Past simple;Complete the sentence: "She __________ all her belongings and __________ to London last month.";sold/moved;sell/move;sells/moves;sells/moved
2;Básico;Past simple;Choose the correct alternative: "He __________ very tired, so he __________ late today.";was/woke up;was/wakes up;was/wake up;were/woke up
2;Básico;Past simple;Choose the correct answer: "Sam __________ the bus one hour ago.";caught;catch;catches;is catching
2;Básico;Past simple;Complete the sentence: "Your phone __________ just a minute ago.";rang;ring;rings;is ringing
2;Básico;Past simple;|Complete the dialogue:
Sue: "Would you like some water?"
Karen: "No, thank you. I __________ some just a minute ago."|;drank;drink;drink;am drinking
2;Básico;Past simple;Complete the question: "__________ Peter _________ in time for his interview yesterday?";Did/arrive;Was/arrive;Were/arrive;Does/arrive
2;Básico;Past simple;Choose the correct alternative: "She __________ jogging after class this morning.";went;go;gone;does
2;Básico;Past simple;Choose the correct answer: "Mark and John _______________ her the truth in the past.";didn't tell;doesn't tell;is telling;tell
2;Básico;Past simple;Complete the sentence: "We _________ them at a party last week.";met;meet;meets;don't meet
2;Básico;Past simple;Choose the correct alternative: "I __________ my new dress to the party last night.";wore;wear;wears;am wearing
2;Básico;Past simple;Complete the question: "I can't find my glasses anywhere! __________ you ___________ them?;Did/see;Were/seeing;Was/seeing;Does/see
2;Básico;Past simple;Choose the correct alternative: "They __________ breakfast and then __________ the kids to school this morning.";had/drove;had/drive;have/drove;has/drove
