2;Básico;Present Simple;Complete the sentence: "Sometimes it __________ in New York, so take your boots with you.";snows;snow;is snowing;snowed
2;Básico;Present Simple;Choose the correct alternative: "My brother __________ his apartment.";doesn't like;like;likes;don't like
2;Básico;Present Simple;What is the correct alternative?: "I_______________ Mary's husband. Is he nice?";don't know;doesn't know;knowing;knows
2;Básico;Present Simple;Complete the sentence: "Every morning, that awful noise __________ me up. I can't stand it anymore!";wakes;wake;don't wake;doesn't wake
2;Básico;Present Simple;Complete the sentence with the correct alternative: "The food in that restaurant __________ too salty.";tastes;taste;tasting;don't taste
2;Básico;Present Simple;Complete the question: "Does he usually __________ to work on time?";come;don't come;coming;comes
2;Básico;Present Simple;Choose the correct alternative: "She __________ like sugar in her coffee.";doesn't;never;sometimes;don't
2;Básico;Present Simple;Complete the sentence: "They __________ to the countryside every weekend.";travel;goes;doesn't travel;going
2;Básico;Present Simple;Choose the correct alternative: "I __________ yoga twice a week. On Tuesdays and Thursdays.";do;don't do;doing;making
2;Básico;Present Simple;Complete the sentence: "Does he __________ actively in the meetings?";participate;participates;talk;speaks
2;Básico;Present Simple;Choose the incorrect alternative: "The Fitzgeralds __________ to the seaside every summer.";goes;go;travel;drive
2;Básico;Present Simple;Choose the correct answer: "I _________ understand the word 'rooster'. What __________ it mean?";don't/does;won't/can't;do/can;does/don't
2;Básico;Present Simple;Choose the correct alternative: "British people __________ tea at 5 o'clock.";drink;drinks;eat;eats
2;Básico;Present Simple;Choose the correct alternative: "My son __________ work.";doesn't;is;to do;don't
2;Básico;Present Simple;Choose the incorrect answer: "She __________ swimming at night.";go;likes;goes;doesn't go
2;Básico;Present Simple;Choose the correct alternative: "Peter __________ breakfast at home.";has;have;do;don't have
2;Básico;Present Simple;Choose the best answer: "__________ Ann live in China?";Does;Do;Is;Has
2;Básico;Present Simple;Choose the best alternative: "__________ Charlie and Sean play soccer on Fridays?";Do;Does;Are;Doesn't
2;Básico;Present Simple;Choose  the correct alternative: "__________ Patrick usually arrive on time?";Does;Is;Has;Do
2;Básico;Present Simple;Choose the correct answer: "They __________ like seafood.";don't;doesn't;haven't;does
